brand,file_path,product_usage_in_action,product_usage_in_action_description,product_clearly_seen,product_clearly_seen_description,is_a_child_or_baby_present,is_a_child_or_baby_present_description
pampersus,results/pampersus/C5g-9THrKnN_2024-04-08_21-21-28_UTC.mp4,True,A baby is shown wearing the Pampers Cruisers 360 diapers throughout the video.,True,"The Pampers Cruisers 360 diaper box is prominently displayed at the beginning of the video, and a single diaper is shown being held by the person.",True,A baby is present throughout a majority of the video wearing the Pampers Cruisers 360 diapers.
pampersus,results/pampersus/C6zAvZngvwg_2024-05-10_17-55-30_UTC.mp4,True,A person is using the wipes to clean peanut butter from another person's arm.,True,"The product is shown in the video; the packaging of the wipes is clearly visible, and the wipes themselves are also shown.",True,There is a baby on the Pampers box shown on the table.
pampersus,results/pampersus/C8w-HlTJSYx_2024-06-28_15-59-14_UTC_1.mp4,True,A baby is shown wearing the Pampers Cruisers 360 diapers throughout the video. The baby's movements and actions showcase the diaper's flexibility and comfort.,True,"The Pampers Cruisers 360 diaper box is clearly visible at the beginning of the video, and the diapers themselves are prominently displayed as the baby is wearing them.",True,"A baby is the central focus of the video, wearing and interacting with the Pampers Cruisers 360 diapers."
pampersus,results/pampersus/C7E44h-OtbZ_2024-05-17_16-33-27_UTC.mp4,False,"The video shows a person buying Pampers diapers at a store, but it does not show anyone using the diapers.",True,The Pampers Swaddlers diaper boxes are clearly visible throughout the video.,True,"Pictures of babies are shown on the diaper boxes, and the narrator mentions her own 14-month-old baby."
pampersus,results/pampersus/C3bBGTAuHCN_2024-02-16_20-44-28_UTC_1.mp4,False,"A person is shown purchasing the product at a store, but there is no demonstration of the product in use.",True,"The product, Pampers Cruisers 360 diapers, is clearly visible on shelves at Sam's Club and in the woman's shopping cart.  The packaging is clearly shown.",True,A baby is shown on the diaper packaging.
pampersus,results/pampersus/C8vXV0dPIKf_2024-06-28_00-58-52_UTC_1.mp4,True,A person uses the wipes to clean peanut butter from their hands.,True,"The product is shown in the shopping cart, in a person's hand, and on a shelf.  The packaging is clearly visible and shows the Pampers brand.",True,A toddler is present throughout the video.
pampersus,results/pampersus/C7pIiNyuBoE_2024-05-31_18-21-50_UTC_1.mp4,True,A baby is shown wearing the Pampers Swaddlers 360 diapers. The mother is shown changing the diaper on the baby.,True,The Pampers Swaddlers 360 diapers are clearly shown in the video. The box and individual diapers are shown.,True,A baby is shown throughout the video wearing the Pampers Swaddlers 360 diapers.
pampersus,results/pampersus/C761XVSu5iS_2024-06-07_15-21-28_UTC.mp4,True,A toddler is shown wearing the Pampers Easy Ups diapers throughout the video.,True,The Pampers Easy Ups packaging and diapers are clearly shown throughout the video.,True,A toddler girl is present in the video and is the focus of the potty training shown.
pampersus,results/pampersus/C8njDanOaAF_2024-06-25_00-07-21_UTC.mp4,True,A women is using the wipes to clean peanut butter from her hand. A baby is shown interacting with the product packaging.,True,The Pampers Free & Gentle wipes packaging is clearly shown throughout the video.  The wipes themselves are also shown.,True,"A baby is present in several scenes, including interacting with the wipes packaging."
pampersus,results/pampersus/C6aAfTrRNNy_2024-05-01_00-53-07_UTC_1.mp4,True,"The person in the video uses the wipes to clean peanut butter from their arm.  Additionally, the wipes are used to clean a baby doll.",True,The Pampers Free & Gentle wipes are clearly shown throughout the video. The packaging is prominently displayed.,True,A baby doll is present in the video and is shown being cleaned with the wipes.
pampersus,results/pampersus/C6jklsmvMB4_2024-05-04_18-11-06_UTC_1.mp4,False,No one in the video shows themselves using the product in action. The video shows several children and parents visiting an event sponsored by Pampers. ,True,"The product is clearly seen in several scenes. The boxes of Pampers Easy Ups diapers are prominently displayed at the beginning of the video, and the product is also featured on some signage at the event.",True,Several babies and young children are present in the video. They appear to be participating in various activities at the Pampers sponsored event.
pampersus,results/pampersus/C7j23xUR-1B_2024-05-29_17-13-11_UTC.mp4,True,A baby is shown wearing a diaper throughout the video.,True,A package of Pampers diapers is clearly visible on a nightstand and at other points in the video.,True,A toddler is present and is wearing Pampers diapers.
pampersus,results/pampersus/C8up0J_pIMt_2024-06-27_18-20-07_UTC_1.mp4,False,The video shows a baby wearing the diapers but it does not show the process of putting them on.,True,The product is shown in the box and a diaper is shown in detail in the video.,True,There is a baby present throughout the entire video
pampersus,results/pampersus/C7LNJ7-rvmr_2024-05-20_03-28-04_UTC_1.mp4,False,"A baby is shown wearing a diaper, but there is no demonstration of the diaper being put on or used.",True,The diaper is clearly visible on the baby throughout most of the video.,True,A baby is present in the video wearing a diaper.
pampersus,results/pampersus/C_1ZZFdS2BR_2024-09-12_22-45-54_UTC.mp4,False,"The video shows a man restocking diaper boxes and placing diapers into drawers and baskets.  However, it does not show a baby wearing or using the diapers.",True,The Pampers Pure Protection diapers are clearly visible in their box throughout the video.  Individual diapers are also shown.,False,"A baby is shown on the diaper box, but no baby is shown in the video."
pampersus,results/pampersus/C7M7LjauTyq_2024-05-20_19-26-43_UTC.mp4,True,A person in the video is shown using the pampers wipes to clean peanut butter from their arm.,True,The pampers wipes are clearly shown in the video with their packaging.,True,A baby is present in the video and is being held and interacted with by the person showing the pampers wipes.
pampersus,results/pampersus/C_1d7I7ubKP_2024-09-12_23-25-25_UTC_1.mp4,False,The person in the video is not shown using the product on a baby. She only shows the product packaging and the diaper itself.,True,The Pampers Pure diaper box and a single diaper are clearly shown multiple times in the video.,False,There is an image of a baby on the diaper box and a picture of an ultrasound image of a baby.
pampersus,results/pampersus/C8U1yPWv21j_2024-06-17_17-45-45_UTC_1.mp4,False,"The video shows a woman talking about Pampers Easy Ups training pants.  She holds up a package and a single diaper, but does not show a child using them.",True,The Pampers Easy Ups training pants are clearly shown in the video. The packaging and the diaper itself are visible.,False,No child or baby is present in the video.  The video focuses on the adult speaker discussing the product and related potty training information.
pampersus,results/pampersus/C7kbcy-smRp_2024-05-29_22-31-05_UTC_1.mp4,False,The video shows a woman holding a box of Pampers Baby-Dry diapers and later shows her putting some diapers in a basket but does not show her using them on a baby.,True,The Pampers Baby-Dry diaper box is clearly visible at the beginning of the video and the diapers themselves are shown in the basket.,True,A baby is pictured on the box of Pampers diapers.
pampersus,results/pampersus/C8udESnRVSU_2024-06-27_16-30-03_UTC_1.mp4,True,A baby is shown wearing the Pampers Easy Ups training underwear.  The parents help the baby put them on.,True,"The Pampers Easy Ups box is shown, as well as the underwear themselves, on multiple occasions throughout the video.",True,"A toddler is present throughout the video, and is the focus of the video."
pampersus,results/pampersus/C-X4rNDMWji_2024-08-07_15-10-06_UTC_1.mp4,True,A woman is shown using the Pampers Free and Gentle wipes to clean a child's arm.,True,The Pampers Free and Gentle wipes packaging is clearly visible in several scenes throughout the video.,True,"There are multiple children present in the video, and at least one is a baby."
pampersus,results/pampersus/C5yvfemPpXU_2024-04-15_18-56-30_UTC.mp4,True,A child is shown wearing the Pampers Easy Ups training pants throughout the video.,True,"The Pampers Easy Ups box is shown multiple times, and a single training pant is shown at the end of the video.",True,"Three toddlers are present in the video, all appearing to wear Pampers Easy Ups training pants."
pampersus,results/pampersus/C8rgy4rgyly_2024-06-26_13-04-39_UTC.mp4,True,The Pampers Free & Gentle wipes are used to clean peanut butter and chocolate pudding from a person's arm.,True,"The packaging of the Pampers Free & Gentle wipes is clearly visible throughout the video, along with the wipes themselves.",True,A baby is shown on the packaging of the Pampers Free & Gentle wipes.
pampersus,results/pampersus/DAlxuF7P_WK_2024-10-01_17-42-51_UTC_1.mp4,False,"The person in the video is shown organizing and placing the diapers in a caddy, but not using them on the baby shown.",True,The Pampers Pure Protection diapers are clearly shown in the box and when the person takes them out.,True,A baby is present in the video being held by the person who is organizing the diapers.
pampersus,results/pampersus/C7xKWw6S4v1_2024-06-03_21-13-06_UTC.mp4,True,A baby is shown wearing the Pampers Swaddlers 360 diapers. The video shows the process of putting on and taking off the diaper.,True,The Pampers Swaddlers 360 diaper box is clearly visible in the background of the video. The diaper itself is also shown in detail several times throughout the video.,True,"A baby is present throughout the video, wearing the Pampers Swaddlers 360 diapers."
pampersus,results/pampersus/C_0awDqOUy0_2024-09-12_13-39-15_UTC.mp4,True,A baby is shown wearing the Pampers Pure Protection diapers throughout the video.,True,The Pampers Pure Protection diaper packaging and diapers themselves are clearly visible in multiple shots.,True,A baby is the central focus of the video; the video is about the use of the Pampers Pure Protection diapers on the baby.
